textbox22
generated on 30/09/2020 10:02:14 UTC

HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,17,2017-04-24,2017-04-30,All,1321,,4554892,,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,17,2017-04-24,2017-04-30,All,2224,,1037993,,214.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,17,2017-04-24,2017-04-30,All,271,,2183558,,12.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,16,2017-04-17,2017-04-23,All,6,,1173,,511.51,,,,,,,,84,1030,0,8.16,,39,,,,,,,3311,,3017079,,109.74,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,16,2017-04-17,2017-04-23,All,12,,144479,,8.31,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,16,2017-04-17,2017-04-23,All,427,,150986,,282.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,16,2017-04-17,2017-04-23,All,2201,,1065080,,206.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,16,2017-04-17,2017-04-23,All,4,,82624,,4.84,,,,,,,,1,,908911,,0.11,1,,,,,,,1111,,82624,,1344.65,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,16,2017-04-17,2017-04-23,All,,,,,,,,,,,,,,,,,,,,,,,,,6574,,910664,,721.89,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,16,2017-04-17,2017-04-23,All,46,,58969,,78.01,,,,,,,,88,601,,14.64,,4,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,16,2017-04-17,2017-04-23,All,356,,2181868,,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,16,2017-04-17,2017-04-23,All,1333,,4659631,,28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,16,2017-04-17,2017-04-23,All,5,,258431,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,16,2017-04-17,2017-04-23,All,38,,120872,,31.44,,,,,,,,,,,,,,,,,,,,2118,,1140974,,185.63,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,15,2017-04-10,2017-04-16,All,17,,1933,,879.46,,,,,,,,101,1100,0,9.18,,55,,,,,,,3708,,3017079,,122.90,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,15,2017-04-10,2017-04-16,All,54,,56570,,95.46,,,,,,,,70,524,,13.36,,6,,,,,,,,,,,,,,,,,,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,15,2017-04-10,2017-04-16,All,320,,2183558,,14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,15,2017-04-10,2017-04-16,All,728,,4490726,,16.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,15,2017-04-10,2017-04-16,All,8,,78695,,10.17,,,,,,,,,,,,,,,,,,,,1138,,78695,,1446.09,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,15,2017-04-10,2017-04-16,All,,,,,,,,,,,,,,,,,,,,,,,,,6693,,958882,,698.00,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,15,2017-04-10,2017-04-16,All,9,,88293,,10.19,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,15,2017-04-10,2017-04-16,All,311,,66725826,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,15,2017-04-10,2017-04-16,All,9,,253462,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,15,2017-04-10,2017-04-16,All,37,,121441,,30.47,,,,,,,,,,,,,,,,,,,,2392,,1152625,,207.53,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,15,2017-04-10,2017-04-16,All,486,,149914,,324.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,15,2017-04-10,2017-04-16,All,2217,,1021545,,217.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,14,2017-04-03,2017-04-09,All,34,,115090,,29.54,,,,,,,,,,,,,,,,,,,,2443,,1148485,,212.72,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,14,2017-04-03,2017-04-09,All,24,,1662,,1444.04,,,,,,,,96,1203,0,7.98,,56,,,,,,,3545,,3017079,,117.50,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,14,2017-04-03,2017-04-09,All,13,,138058,,9.42,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,14,2017-04-03,2017-04-09,All,1134,,66725826,,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,14,2017-04-03,2017-04-09,All,607,,191642,,316.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,14,2017-04-03,2017-04-09,All,15,,252778,,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,14,2017-04-03,2017-04-09,All,12,,89036,,13.48,,,,,,,,1,,908911,,0.11,1,,,,,,,1308,,89036,,1469.07,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,14,2017-04-03,2017-04-09,All,59,,56202,,104.98,,,,,,,,102,665,,15.34,,15,,,,,,,,,,,,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,14,2017-04-03,2017-04-09,All,2004,,4867134,,41.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,14,2017-04-03,2017-04-09,All,2817,,1064861,,264.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,14,2017-04-03,2017-04-09,All,,,,,,,,,,,,,,,,,,,,,,,,,9760,,1004218,,971.90,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,14,2017-04-03,2017-04-09,All,490,,2183558,,22.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,13,2017-03-27,2017-04-02,All,31,,157322,,19.70,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,13,2017-03-27,2017-04-02,All,7594,,66725826,,11.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,13,2017-03-27,2017-04-02,All,732,,201571,,363.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,13,2017-03-27,2017-04-02,All,9,,88165,,10.21,,,,,,,,34,,908911,,3.74,34,,,,,,,1298,,88165,,1472.24,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,13,2017-03-27,2017-04-02,All,,,,,,,,,,,,,,,,,,,,,,,,,10049,,1013004,,992.00,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,13,2017-03-27,2017-04-02,All,68,,57733,,117.78,,,,,,,,106,677,,15.66,,12,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,13,2017-03-27,2017-04-02,All,2620,,5188332,,50.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,13,2017-03-27,2017-04-02,All,3717,,1117615,,332.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,13,2017-03-27,2017-04-02,All,45,,1978,,2275.03,,,,,,,,81,1038,0,7.80,,49,,,,,,,3820,,3017079,,126.61,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,13,2017-03-27,2017-04-02,All,962,,2183558,,44.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,13,2017-03-27,2017-04-02,All,8,,262809,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,13,2017-03-27,2017-04-02,All,43,,122995,,34.96,,,,,,,,,,,,,,,,,,,,2536,,1162786,,218.10,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,12,2017-03-20,2017-03-26,All,71,,1870,,3796.79,,,,,,,,125,1105,0,11.31,,79,,,,,,,4382,,3017079,,145.24,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,12,2017-03-20,2017-03-26,All,72,,58315,,123.47,,,,,,,,109,618,,17.64,,24,,,,,,,,,,,,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,12,2017-03-20,2017-03-26,All,986,,2183558,,45.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,12,2017-03-20,2017-03-26,All,2816,,5228488,,53.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,12,2017-03-20,2017-03-26,All,28,,85791,,32.64,,,,,,,,45,,908911,,4.95,45,,,,,,,1257,,85791,,1465.19,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,12,2017-03-20,2017-03-26,All,,,,,,,,,,,,,,,,,,,,,,,,,10882,,1020919,,1065.90,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,12,2017-03-20,2017-03-26,All,17,,283277,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,12,2017-03-20,2017-03-26,All,50,,121405,,41.18,,,,,,,,,,,,,,,,,,,,2608,,1155887,,225.63,,,,,,1,1,2,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,12,2017-03-20,2017-03-26,All,45,,162137,,27.75,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,12,2017-03-20,2017-03-26,All,8780,,66725826,,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,12,2017-03-20,2017-03-26,All,979,,207411,,472.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,12,2017-03-20,2017-03-26,All,4281,,1097788,,389.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,11,2017-03-13,2017-03-19,All,70,,86977,,80.48,,,,,,,,37,,908911,,4.07,37,,,,,,,1370,,86977,,1575.13,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,11,2017-03-13,2017-03-19,All,43,,1727,,2489.87,,,,,,,,127,1162,0,10.93,,94,,,,,,,4088,,3017079,,135.50,,,,,,2,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,11,2017-03-13,2017-03-19,All,55,,160532,,34.26,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,11,2017-03-13,2017-03-19,All,7814,,66725826,,11.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,11,2017-03-13,2017-03-19,All,12,,241591,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,11,2017-03-13,2017-03-19,All,43,,110548,,38.90,,,,,,,,,,,,,,,,,,,,2800,,1167153,,239.90,,,,,,3,1,1,
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,11,2017-03-13,2017-03-19,All,979,,207411,,472.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,11,2017-03-13,2017-03-19,All,4080,,1099358,,371.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,11,2017-03-13,2017-03-19,All,,,,,,,,,,,,,,,,,,,,,,,,,12043,,1018950,,1181.90,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,11,2017-03-13,2017-03-19,All,94,,57224,,164.27,,,,,,,,128,693,,18.47,,26,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,11,2017-03-13,2017-03-19,All,1422,,2183558,,65.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,11,2017-03-13,2017-03-19,All,3281,,5262096,,62.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,10,2017-03-06,2017-03-12,All,,,,,,,,,,,,,,,,,,,,,,,,,13873,,982507,,1412.00,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,10,2017-03-06,2017-03-12,All,73,,139663,,52.27,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,10,2017-03-06,2017-03-12,All,11802,,66725826,,17.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,10,2017-03-06,2017-03-12,All,1110,,245712,,451.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,10,2017-03-06,2017-03-12,All,20,,271658,,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,10,2017-03-06,2017-03-12,All,105,,83153,,126.27,,,,,,,,54,,908911,,5.94,54,,,,,,,1309,,83153,,1574.21,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,10,2017-03-06,2017-03-12,All,101,,57343,,176.13,,,,,,,,137,712,,19.24,,26,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,10,2017-03-06,2017-03-12,All,3734,,5244377,,71.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,10,2017-03-06,2017-03-12,All,4575,,1110311,,412.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,10,2017-03-06,2017-03-12,All,6,,1338,,448.43,,,,,,,,98,1071,0,9.15,,55,,,,,,,3130,,3017079,,103.74,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,10,2017-03-06,2017-03-12,All,2468,,2183558,,113.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,10,2017-03-06,2017-03-12,All,65,,108116,,60.12,,,,,,,,,,,,,,,,,,,,2983,,1169968,,254.96,,,,,,4,1,2,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,9,2017-02-27,2017-03-05,All,6,,1490,,402.68,,,,,,,,137,982,0,13.95,,82,,,,,,,3872,,3017079,,128.34,,,,,,2,1,3,2
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,9,2017-02-27,2017-03-05,All,91,,59063,,154.07,,,,,,,,146,709,,20.59,,37,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,9,2017-02-27,2017-03-05,All,4119,,5311552,,77.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,9,2017-02-27,2017-03-05,All,5140,,1107924,,463.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,9,2017-02-27,2017-03-05,All,241,,90329,,266.80,,,,,,,,69,,908911,,7.59,69,,,,,,,1596,,90329,,1766.87,,,,,,2,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,9,2017-02-27,2017-03-05,All,,,,,,,,,,,,,,,,,,,,,,,,,14244,,967073,,1472.90,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,9,2017-02-27,2017-03-05,All,3777,,2183558,,172.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,9,2017-02-27,2017-03-05,All,22,,278428,,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,9,2017-02-27,2017-03-05,All,64,,121194,,52.81,,,,,,,,,,,,,,,,,,,,2859,,1151771,,248.23,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,9,2017-02-27,2017-03-05,All,118,,178191,,66.22,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,9,2017-02-27,2017-03-05,All,13111,,66725826,,19.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,9,2017-02-27,2017-03-05,All,919,,196880,,466.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,8,2017-02-20,2017-02-26,All,351,,88614,,396.10,,,,,,,,107,,908911,,11.77,107,,,,,,,1709,,88614,,1928.59,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,8,2017-02-20,2017-02-26,All,22,,1573,,1398.60,,,,,,,,136,1050,0,12.95,,83,,,,,,,3799,,3017079,,125.92,,,,,,2,1,3,2
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,8,2017-02-20,2017-02-26,All,23,,280326,,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,8,2017-02-20,2017-02-26,All,74,,118809,,62.28,,,,,,,,,,,,,,,,,,,,3444,,1165757,,295.43,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,8,2017-02-20,2017-02-26,All,167,,173376,,96.32,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,8,2017-02-20,2017-02-26,All,29545,,66725826,,44.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,8,2017-02-20,2017-02-26,All,846,,195819,,432.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,8,2017-02-20,2017-02-26,All,5626,,1115905,,504.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,8,2017-02-20,2017-02-26,All,,,,,,,,,,,,,,,,,,,,,,,,,18745,,997074,,1880.00,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,8,2017-02-20,2017-02-26,All,116,,59815,,193.93,,,,,,,,145,829,,17.49,,30,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,8,2017-02-20,2017-02-26,All,6445,,2183558,,295.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,8,2017-02-20,2017-02-26,All,4698,,5135276,,91.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,7,2017-02-13,2017-02-19,All,,,,,,,,,,,,,,,,,,,,,,,,,21889,,984262,,2223.90,,,,,,4,2,1,0
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,7,2017-02-13,2017-02-19,All,266,,138058,,192.67,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,7,2017-02-13,2017-02-19,All,59590,,66725826,,89.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,7,2017-02-13,2017-02-19,All,26,,281277,,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,7,2017-02-13,2017-02-19,All,101,,121194,,83.34,,,,,,,,,,,,,,,,,,,,3878,,1187102,,326.68,,,,,,4,1,1,
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,7,2017-02-13,2017-02-19,All,1143,,217631,,525.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,7,2017-02-13,2017-02-19,All,6448,,1147959,,561.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,7,2017-02-13,2017-02-19,All,22,,1518,,1449.28,,,,,,,,82,946,0,8.67,,42,,,,,,,3136,,3017079,,103.94,,,,,,2,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,7,2017-02-13,2017-02-19,All,642,,93284,,688.22,,,,,,,,143,,908911,,15.73,143,,,,,,,2075,,93284,,2224.39,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,7,2017-02-13,2017-02-19,All,95,,56688,,167.58,,,,,,,,144,705,,20.43,,27,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,7,2017-02-13,2017-02-19,All,9754,,2183558,,446.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,7,2017-02-13,2017-02-19,All,5558,,5234152,,106.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Western Asia,Armenia,2017,6,2017-02-06,2017-02-12,All,13,,1325,,981.13,,,,,,,,55,948,0,5.80,,33,,,,,,,2835,,3017079,,93.97,,,,,,2,1,3,1
Northern hemishere,Europe,EUR,Western Asia,Georgia,2017,6,2017-02-06,2017-02-12,All,94,,57392,,163.79,,,,,,,,136,689,,19.74,,25,,,,,,,,,,,,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,Northern Europe,Norway,2017,6,2017-02-06,2017-02-12,All,5903,,5243487,,112.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Eastern Europe,Poland,2017,6,2017-02-06,2017-02-12,All,7929,,1127186,,703.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Belgium,2017,6,2017-02-06,2017-02-12,All,731,,92835,,787.42,,,,,,,,179,,908911,,19.69,179,,,,,,,2381,,92835,,2564.77,,,,,,4,1,2,3
Northern hemishere,Europe,EUR,South West Europe,Germany,2017,6,2017-02-06,2017-02-12,All,,,,,,,,,,,,,,,,,,,,,,,,,23831,,1019726,,2337.00,,,,,,4,2,2,0
Northern hemishere,Europe,EUR,Eastern Europe,Hungary,2017,6,2017-02-06,2017-02-12,All,14656,,2183558,,671.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,0
Northern hemishere,Europe,EUR,South West Europe,Netherlands,2017,6,2017-02-06,2017-02-12,All,123,,121194,,101.49,,,,,,,,,,,,,,,,,,,,3961,,1139750,,347.53,,,,,,4,1,1,
Northern hemishere,Europe,EUR,Northern Europe,Denmark,2017,6,2017-02-06,2017-02-12,All,224,,189428,,118.25,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,France,2017,6,2017-02-06,2017-02-12,All,93628,,66725826,,140.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Greece,2017,6,2017-02-06,2017-02-12,All,1112,,213358,,521.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,0
Northern hemishere,Europe,EUR,Northern Europe,Ireland,2017,6,2017-02-06,2017-02-12,All,43,,276182,,15.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
